id,name,desc,str1,str2,str3,str4,str5,str6,str7,str8,str9,str10,str11,str12,str13,str14,str15,str16
100261051,破械神雙 羅寂剎,"包含惡魔族怪獸的怪獸2隻以上
這個卡名的①②效果1回合各能使用1次。
①：對手將怪獸表側表示特殊召喚的場合，以其中1隻為對象可以發動。我方場上1隻惡魔族怪獸破壞，作為對象的怪獸的效果直到回合結束時無效。
②：我方場上有連結4以上的「破械」連結怪獸存在，場上的怪獸的效果發動時，將墓地的此卡除外可以發動。那隻發動效果的怪獸破壞。",效果1,效果2,,,,,,,,,,,,,,
100261052,破械轉生,"這個卡名的卡在1回合只能發動1張。
①：作為此卡的發動時的效果處理，可以從牌組將「破械轉生」以外的1張「破械」魔法卡或「雙王之械」加入手牌。
②：1回合1次，以「破械轉生」以外的我方墓地最多3張「破械」卡片為對象可以發動。那些卡回到牌組。那之後，最多到回去的數量，可以將我方場上的其他卡破壞。",是否加入手牌？,效果2,是否將場上的卡破壞？,,,,,,,,,,,,,
100261053,破械習合,"這個卡名的①②效果1回合各能使用1次。
①：以包含我方場上的「破械神」連結怪獸的，我方、對手場上2隻表側表示怪獸為對象發動。只用那2隻怪獸為素材進行1隻惡魔族連結怪獸的連結召喚。
②：覆蓋的此卡被效果破壞的場合可以發動。從牌組將1隻「破械」怪獸特殊召喚。",效果1,效果2,,,,,,,,,,,,,,
100263001,黑暗恐獸,"這個卡名的①③效果1回合各能使用1次。
①：魔法卡的效果發動過的回合的我方主要階段可以發動。此卡從手牌特殊召喚。
②：只要對手場上的怪獸全部是守備表示，此卡可以直接攻擊。
③：此卡被送去墓地的場合可以發動。從牌組將1隻等級8以上的恐龍族怪獸加入手牌。對手場上有怪獸存在的場合，隨後可以將加入手牌的那隻怪獸特殊召喚。",效果1,效果2,是否特殊召喚？,,,,,,,,,,,,,
100263002,大秘儀之力XII-倒吊人,"這個卡名的①效果1回合只能使用1次。
①：卡的效果發動時，向對手展示手牌的此卡可以發動。從手牌將1隻「大秘儀之力」怪獸守備表示特殊召喚。
②：此卡召喚、反轉召喚、特殊召喚的場合發動。投擲1次硬幣，依照那個正反面適用以下效果。
●正：我方場上1隻怪獸破壞，我方受到那個原攻擊力數值的傷害。
●反：對手場上1隻怪獸破壞，給予對手那個原攻擊力數值的傷害。",效果1,效果2,,,,,,,,,,,,,,
100263003,光幻獸 坎德拉德,"這個卡名的①③效果1回合各能使用1次。
①：此卡在手牌存在的場合，從手牌將2張其他卡捨棄可以發動。此卡特殊召喚。那之後，可以從牌組將1張持有投擲硬幣效果的卡加入手牌。
②：此卡的攻擊力、守備力上升我方的手牌數量×1000。
③：包含從牌組將卡加入手牌效果的魔法、陷阱、怪獸的效果發動時可以發動。那個效果無效。",效果1,效果2,是否加入手牌？,,,,,,,,,,,,,
100263004,電漿戰士 艾伊托姆,"這個卡名在規則上也當作「磁石勇士」卡片。此卡不能通常召喚。「電漿戰士 艾伊托姆」只能1回合1次將我方場上1隻等級7以上的怪獸解放，從手牌、墓地特殊召喚。
①：1回合1次，除了「電漿戰士 艾伊托姆」以外，從牌組將1隻「磁石戰士」怪獸或「磁石勇士」怪獸送去墓地可以發動。這個回合，此卡的原攻擊力變成1500，可以直接攻擊。",,效果1,,,,,,,,,,,,,,
100263005,白夜騎士團的領主,"這個卡名的①效果1回合只能使用1次。
①：從我方墓地將3隻怪獸除外可以發動。此卡從手牌特殊召喚。那之後，可以從以下效果挑選1個適用。
●從手牌、牌組將1隻「白夜騎士」怪獸特殊召喚。
●從牌組將1張「白之面紗」加入手牌。
②：此卡和對手怪獸進行戰鬥的攻擊宣言時發動。那隻對手怪獸的攻擊力變成0。
③：此卡被對手破壞的場合發動。給予對手1000傷害。",效果1,效果2,效果3,都不選擇,●特殊召喚,●加入手牌,,,,,,,,,,
100263006,不死的死亡領主,"這個卡名的①②效果1回合各能使用1次。
①：這個回合已有怪獸被戰鬥破壞的場合，結束階段可以發動。此卡從手牌、墓地特殊召喚。這個回合已有「不死的死亡領主」被戰鬥破壞的場合，此效果特殊召喚的此卡的原攻擊力變成3000，不會被效果破壞。
②：我方主要階段可以發動。依照對手場上的卡片數量+1張，從牌組將包含「一擊必殺！居合抽牌」的卡向對手展示，以喜歡的順序放置在牌組上方。",效果1,效果2,請選擇要放置在牌組上方的卡,,,,,,,,,,,,,
100263007,E.HERO 黏土守衛,"「E.HERO」怪獸+戰士族怪獸
這個卡名的①效果1回合只能使用1次。
①：此卡特殊召喚的場合可以發動。從牌組將1隻「E.HERO」怪獸特殊召喚。對手場上有卡存在的場合，隨後可以給予對手那個數量×400傷害。這個回合，我方除了「HERO」怪獸以外不能從額外牌組特殊召喚。
②：只要此卡在怪獸區域存在，我方場上的其他的「E.HERO」怪獸不會被戰鬥、效果破壞。",效果1,是否給予傷害？,,,,,,,,,,,,,,
100263008,人偶鐵鎚,"這個卡名的①②效果1回合各能使用1次。
①：以我方場上1隻怪獸為對象可以發動。那隻怪獸破壞，我方抽2張卡。那之後，可以將對手場上1隻怪獸的表示形式變更。
②：此卡在墓地存在的狀態，從我方墓地有怪獸特殊召喚的場合可以發動。此卡加入手牌。",效果1,效果2,是否改變表示形式？,,,,,,,,,,,,,
100263009,速攻召喚,"這個卡名的②效果1回合只能使用1次。
①：進行1隻怪獸的通常召喚。那個時候，如果對手場上有怪獸存在，等級5以上的怪獸召喚的場合可以不用解放。
②：我方主要階段，將不是在這個回合送去墓地的此卡從墓地除外可以發動。從我方的牌組、墓地將1隻可以通常召喚的等級5以上的怪獸加入手牌。那之後，進行那1隻怪獸的上級召喚。",效果1,效果2,是否改成不用解放來召喚？,,,,,,,,,,,,,
100263010,D-爆發,"這個卡名的卡在1回合只能發動1張。
①：以我方場上1張表側表示的魔法卡為對象可以發動。那張卡破壞，我方抽1張卡。那之後，我方場上有「D-HERO」怪獸存在的場合，可以將我方的手牌、墓地、除外狀態的1隻「D-HERO」怪獸特殊召喚。
②：已裝備裝備卡的怪獸或「D-HERO 教條小子」攻擊的傷害步驟結束時，將墓地的此卡除外可以發動。那隻攻擊怪獸只有1次可以繼續攻擊。",效果1,效果2,是否特殊召喚？,,,,,,,,,,,,,
100264002,惡魔的根源,"這個卡名的①②③效果1回合各能使用1次。
①：此卡在手牌存在的場合，將此卡以外的我方的手牌、場上1隻「惡魔」怪獸解放可以發動。此卡特殊召喚。
②：此卡召喚、特殊召喚的場合可以發動。從我方的手牌、牌組、墓地將1隻攻擊力2500的惡魔族、等級6怪獸特殊召喚。
③：我方場上有「惡魔的召喚」存在，對手發動怪獸的效果時可以發動。那個發動無效並破壞。",,,,,,,,,,,,,,,,
100264003,魔降雷,"這個卡名在規則上也當作「惡魔」卡片。這個卡名的①②效果1回合各能使用1次。
①：以我方場上1隻「惡魔」怪獸為對象可以發動。那隻怪獸的攻擊力上升600。那之後，可以將對手場上的原攻擊力低於那隻怪獸的攻擊力的怪獸全部破壞。
②：我方主要階段將墓地的此卡除外，以我方墓地1隻攻擊力2500的惡魔族、等級6怪獸為對象可以發動。那隻怪獸加入手牌。",,,,,,,,,,,,,,,,
100265002,魔女工坊 種植女巫希德,"這個卡名的①②效果1回合各能使用1次。
①：此卡召喚、特殊召喚的場合，如果我方場上有「魔女工坊 種植女巫希德」以外的「魔女工坊」怪獸或「安迪米翁的皇太子 雷古勒斯」存在，以場上1張表側表示卡為對象可以發動。那張卡回到手牌。
②：將墓地的此卡除外可以發動。向對手展示包含魔法卡的任意數量手牌的卡，那些卡回到牌組。那之後，我方依照回去的數量抽牌。",,,,,,,,,,,,,,,,
101306001,疾風的豹戰士,"這個卡名的①效果1回合只能使用1次。
①：我方、對手的主要階段，將場上的此卡以外的我方的手牌、場上1隻怪獸解放，可以從以下效果選擇1個發動。
●除了「疾風的豹戰士」以外，從手牌、牌組將1隻記載「時間的黑魔術師」的卡名的怪獸特殊召喚。
●從牌組將1張記載「時間的黑魔術師」的卡名的魔法、陷阱卡送去墓地。
②：此卡只能在怪獸被解放的回合攻擊宣言。",效果1,,●特殊召喚,●從牌組送去墓地,,,,,,,,,,,,
101306002,飛龍龍騎士,"這個卡名的①②效果1回合各能使用1次。
①：此卡在手牌存在的場合，向對手展示此卡以外的手牌1張記載「時間的黑魔術師」的卡名的卡可以發動。此卡特殊召喚。
②：此卡召喚、特殊召喚的場合可以發動。從牌組將最多2張記載「時間的黑魔術師」的卡名的魔法、陷阱卡加入手牌（同名卡最多1張）。那之後，選1張我方的手牌捨棄。
③：此卡可以進行直接攻擊。",效果1,效果2,,,,,,,,,,,,,,
101306003,人造人-念力能量震懾者,"這個卡名的②效果1回合只能使用1次。
①：只要此卡在場上、墓地存在，卡名當作「人造人-念力震懾者」。
②：此卡召喚、特殊召喚的場合可以發動。對手場上的陷阱卡全部破壞（裡側表示卡翻開確認）。那之後，此卡的攻擊力上升破壞數量×300。
③：除了此卡以外，只要記載「時間的黑魔術師」的卡名的怪獸在我方的場上或墓地存在，對手不能發動陷阱卡的效果。",效果2,,,,,,,,,,,,,,,
101306004,大海的傳說-漁夫,"這個卡名的①②效果1回合各能使用1次。
①：對手發動場上的怪獸的效果的場合，或對手怪獸的攻擊宣言時，除了「大海的傳說-漁夫」以外，如果記載「時間的黑魔術師」的卡名的卡或「海」在場上存在可以發動。此卡從手牌特殊召喚。
②：此卡特殊召喚的場合，以對手場上1隻怪獸為對象可以發動。那隻怪獸破壞。這個回合的結束階段，場上的此卡回到手牌。",效果1,效果2,,,,,,,,,,,,,,
101306021,D-HERO 死亡教條小子,"此卡不能通常召喚。「D-HERO 死亡教條小子」只能1回合1次從我方墓地將戰士族或闇屬性的怪獸合計3隻除外，從手牌、墓地特殊召喚。
①：這個方法將此卡特殊召喚的場合可以發動。下個準備階段，給予對手2000傷害。
②：1回合1次，對手發動效果時可以發動。我方的手牌、場上、墓地的怪獸作為融合素材回到牌組，將1隻戰士族或闇屬性的融合怪獸融合召喚。",,效果1,效果2,,,,,,,,,,,,,
101306022,D-HERO 魔鬼統御小子,"這個卡名的①②效果1回合各能使用1次。
①：此卡召喚、特殊召喚的場合，以對手場上1隻怪獸為對象可以發動。那隻怪獸直到下個準備階段除外。
②：從牌組將1隻「D-HERO」怪獸送去墓地可以發動。從我方的牌組、墓地將1張「幽獄的時鐘塔」或「幽獄的時鐘都市-黑暗城市」加入手牌。此效果的發動後，直到回合結束時我方除了闇屬性的「HERO」怪獸以外不能特殊召喚。",效果1,效果2,直到下個準備階段除外,,,,,,,,,,,,,
101306023,D-HERO 無懼從者,"這個卡名的①②效果1回合各能使用1次。
①：我方場上有「D-HERO」怪獸或場地魔法卡表側表示存在的場合可以發動。此卡從手牌特殊召喚。那之後，可以適用以下效果。
●我方場上1張卡破壞，從牌組將1張「融合」加入手牌。
②：我方將等級8的「D-HERO」怪獸特殊召喚的場合，將墓地的此卡除外，以對手場上1張卡為對象可以發動。那張卡回到牌組最上方。",效果1,效果2,是否破壞並檢索？,,,,,,,,,,,,,
101306036,真紅眼超越黑龍,"「真紅眼黑龍」+記載「時間的黑魔術師」的卡名的怪獸
「真紅眼超越黑龍」只能1回合1次用融合召喚或以下方法特殊召喚。
●「時間的黑魔術師」的效果將怪獸破壞的回合，將我方、對手的場上1隻表側表示怪獸解放，可以從額外牌組特殊召喚。
①：此卡特殊召喚的場合可以發動。從我方的手牌、墓地將1隻等級8以下的怪獸特殊召喚。
②：場上的此卡不受對手發動的魔法、怪獸的效果影響。",效果1,,,,,,,,,,,,,,,
101306037,D-HERO 無懼小子,"等級5以上的「D-HERO」怪獸×2
「D-HERO 無懼小子」只能1回合1次用融合召喚或以下方法特殊召喚。
●將我方場上1隻「D-HERO 恐懼小子」解放，可以從額外牌組特殊召喚。
①：此卡特殊召喚的場合可以發動。從牌組將「D-HERO」怪獸或記載那個卡名的卡合計2張加入手牌。
②：此卡的攻擊力變成我方的場上、墓地的其他「D-HERO」怪獸的原攻擊力的合計數值。",效果1,,,,,,,,,,,,,,,
101306045,燦冠乘騎 疾驅海人馬,"等級3怪獸×2
「燦冠乘騎 疾驅海人馬」1回合1次也能重疊在我方場上的攻擊力2000以下的獸族怪獸上方來超量召喚。
此卡不能作為超量召喚的素材。
①：此卡戰鬥破壞怪獸的場合發動。給此卡放置1個冠計數器。那之後，依照此卡的冠計數器數量適用以下效果。
●1個：此卡的攻擊力上升400。
●2個：此卡的攻擊力上升600。
●3個：此卡回到額外牌組，我方抽3張卡。",是否重疊在獸族怪獸上方來超量召喚？,效果1,,,,,,,,,,,,,,
101306052,時間的黑魔術師,"①：可以從以下效果選擇1個發動（這個卡名的以下效果1回合各能選擇1次）。
●除了「時間的黑魔術師」以外，從牌組將1張記載「時間的黑魔術師」的卡名的卡加入手牌。這個回合的結束階段，從我方墓地將1張「時間的黑魔術師」加入手牌。
●投擲1次硬幣，並猜正反面。如果猜對，對手場上的怪獸全部破壞，給予對手那些原攻擊力的合計數值一半的傷害。如果猜錯，我方場上的怪獸全部破壞。",效果1,●從牌組加入手牌,●投擲1次硬幣,,,,,,,,,,,,,
101306053,天使與魔鬼的骰子,"①：擲2次骰子，這個回合中，以下效果各自適用。
●我方場上的記載「時間的黑魔術師」的卡名的怪獸的攻擊力、守備力上升擲出點數的總和×200。
●對手場上的怪獸的攻擊力、守備力下降擲出點數的總和×200。
②：此卡在墓地存在的狀態，對手將怪獸召喚、特殊召喚的場合，將此卡除外，以其中1隻為對象可以發動。擲2次骰子，擲出點數的總和是6以上的場合，對象怪獸破壞。",效果1,效果2,,,,,,,,,,,,,,
101306054,沉睡之羊 替罪山羊,①：在我方場上將最多4隻「替罪羊衍生物」（獸族、地、等級1、攻/守0）守備表示特殊召喚。對手場上有怪獸存在的場合，隨後可以從牌組將1隻「疾風的豹戰士」特殊召喚。這個回合，這個衍生物不能為了上級召喚而解放，我方除了融合怪獸以外不能從額外牌組特殊召喚。記載「時間的黑魔術師」的卡名的我方場上的卡被戰鬥、效果破壞的場合，可以將此效果特殊召喚的我方場上1隻衍生物破壞作為代替。,效果1,請選擇特殊召喚的數量,是否將「疾風的豹戰士」特殊召喚？,,,,,,,,,,,,,
101306062,幽獄的時鐘都市-黑暗城市,"這個卡名的①③效果1回合各能使用1次。
①：此卡發動的回合的我方主要階段可以發動。從牌組將1隻「D-HERO」怪獸或1張記載那個卡名的卡加入手牌。
②：每次我方將等級8以上的「D-HERO」怪獸特殊召喚發動。我方場上的全部戰士族怪獸的攻擊力上升300。
③：此卡被破壞的場合可以發動。從牌組將1隻「D-HERO」怪獸當作「幽獄的時鐘塔」的效果特殊召喚。",效果1,效果2,效果3,,,,,,,,,,,,,
101306070,愚蠢的盜墓者,"這個卡名的①②效果1回合各能使用1次。
①：除了「愚蠢的盜墓者」以外，從牌組將1張記載「時間的黑魔術師」的卡名的卡送去墓地。那之後，可以將我方或對手的墓地1隻怪獸在我方場上特殊召喚。
②：將墓地的此卡除外可以發動。以下的任何1張卡在我方場上覆蓋。
●除了「愚蠢的盜墓者」以外，記載「時間的黑魔術師」卡名的我方墓地的魔法、陷阱卡。
●對手墓地的魔法、陷阱卡",效果1,效果2,是否特殊召喚？,,,,,,,,,,,,,
101306071,大逆轉BOX,"①：我方、對手的準備階段發動。擲1次骰子，最多到擲出點數的數量，給此卡放置計數器（最多6個）。
②：對手怪獸攻擊的傷害計算時1次，或對手場上的怪獸的效果發動時，去除此卡的1個計數器，以其中1隻為對象可以發動。投擲1次硬幣，並猜正反面。如果猜對，從牌組將1隻記載「時間的黑魔術師」的卡名的怪獸特殊召喚，對象怪獸直到回合結束時攻擊力變成0，效果無效化。",效果1,效果2,請選擇要放置的計數器的數量,,,,,,,,,,,,,
101306154,替罪羊衍生物,由「沉睡之羊 替罪山羊」的效果特殊召喚。記載「時間的黑魔術師」的卡名的我方場上的卡被戰鬥、效果破壞的場合，可以將此卡破壞作為代替。,,,,,,,,,,,,,,,,
101306254,替罪羊衍生物,由「沉睡之羊 替罪山羊」的效果特殊召喚。記載「時間的黑魔術師」的卡名的我方場上的卡被戰鬥、效果破壞的場合，可以將此卡破壞作為代替。,,,,,,,,,,,,,,,,
101306354,替罪羊衍生物,由「沉睡之羊 替罪山羊」的效果特殊召喚。記載「時間的黑魔術師」的卡名的我方場上的卡被戰鬥、效果破壞的場合，可以將此卡破壞作為代替。,,,,,,,,,,,,,,,,
101306454,替罪羊衍生物,由「沉睡之羊 替罪山羊」的效果特殊召喚。記載「時間的黑魔術師」的卡名的我方場上的卡被戰鬥、效果破壞的場合，可以將此卡破壞作為代替。,,,,,,,,,,,,,,,,
