id,name,desc,str1,str2,str3,str4,str5,str6,str7,str8,str9,str10,str11,str12,str13,str14,str15,str16
100261005,Blue-Eyes Toon Ultimate Dragon,"「Blue-Eyes Toon Dragon」＋มอนสเตอร์โทน ×2
สามารถอัญเชิญพิเศษได้หากการ์ดที่ระบุชื่อไว้ข้างต้นบนมือ, สนาม, หรือในสุสานของคุณถูกส่งกลับเข้าเด็ค หรือ เอ็กซ์ตร้าเด็ค
①：มอนสเตอร์โทนของคุณสามารถโจมตีโดยตรงได้。
②：เทิร์นละครั้ง, สามารถใช้งานได้ในช่วง Main Phase ของคุณ นำการ์ด ""Toon"" 1 ใบ หรือการ์ดที่มีชื่อระบุของการ์ดใบนั้น กลับขึ้นมือจากสุสานของคุณ。
③：ในช่วง Damage Step เมื่อมอนสเตอร์โทนของคุณถูกโจมตี สามารถใช้งานได้ มอนสเตอร์ตัวนั้นจะถูกนำออกนอกเกม (banish) จนกว่าจะจบ Damage Step",,รีไซเคิล,ลบออก,,,,,,,,,,,,,
100261006,Toon World the Perfect World,เอฟเฟกต์ที่ ② ของการ์ดใบนี้สามารถใช้ได้สูงสุด 3 ครั้งต่อเทิร์น ①: ตราบใดที่การ์ดใบนี้ยังคงอยู่ในโซนสนาม ชื่อของการ์ดใบนี้จะถือว่าเป็น 「Toon World」 ②: เทิร์นละครั้ง คุณสามารถใช้งานได้ในช่วง Main Phase ของคุณ นำ 「การ์ดโทมอน」 1 ใบ หรือการ์ดที่มีชื่อนั้นระบุไว้ จากเด็คของคุณเข้าสู่บนมือ ③: เมื่อเอฟเฟกต์ของการ์ดใบอื่นทำงาน คุณสามารถนำมอนสเตอร์โทมอน 1 ตัวบนสนามของคุณออกนอกเกม จนกว่าจะประมวลผลเอฟเฟกต์นั้น (ในเทิร์นนี้ เอฟเฟกต์นี้ของการ์ดใบนี้ไม่สามารถนำมอนสเตอร์ที่มีชื่อเดียวกันกับชื่อเดิมออกนอกเกมได้),,เพิ่มเข้ามือ,,ลบมอนสเตอร์ตัวนั้นออก?,,,,,,,,,,,,
100261007,Mind Scan,เอฟเฟกต์ที่ ② ของการ์ดใบนี้สามารถใช้ได้เพียง 1 ครั้งต่อเทิร์น ①: ตราบใดที่มี 「การ์ดโทมอน」 อยู่บนสนามหรือในสุสานของคุณ คู่ต่อสู้จะเปิดเผยการ์ดบนมือทั้งหมดอย่างต่อเนื่อง และคุณสามารถตรวจสอบการ์ดคว่ำหน้าบนสนามของคู่ต่อสู้ได้ตลอดเวลา ②: ในกรณีที่มีมอนสเตอร์โทมอน และ 「การ์ดเวทมนตร์โทมอน」 อยู่บนสนามหรือในสุสานของคุณ คุณสามารถประกาศชื่อการ์ดที่ไม่เคยถูกใช้เอฟเฟกต์ในการแสวงหาเดียวกัน แล้วจึงเปิดใช้งาน ตราบใดที่การ์ดใบนี้ยังคงแสดงหงายหน้าอยู่ เอฟเฟกต์ของการ์ดที่มีชื่อเดียวกับชื่อที่ประกาศไว้ จะถูกทำให้เป็นโมฆะ จนกว่าจะจบเทิร์น,,ประกาศ,,,,,,,,,,,,,,
100261023,Witchcrafter Terracottan,เอฟเฟกต์ที่ ① และ ② ของการ์ดใบนี้สามารถใช้ได้ครั้งละ 1 ครั้งต่อเทิร์น ①: หากการ์ดใบนี้อยู่ในมือของคุณ คุณสามารถเลือก 「การ์ดเวทมนตร์」 ของคุณ 1 ใบในสุสาน (ยกเว้น 「Witchcrafter Terracottan」) แล้วเปิดใช้งาน การ์ดใบนั้นจะถูกเพิ่มเข้าสู่มือของคุณ และการ์ดใบนี้จะถูกอัญเชิญพิเศษ ในเทิร์นนี้ คุณไม่สามารถอัญเชิญพิเศษมอนสเตอร์จาก Extra Deck ได้ นอกจากมอนสเตอร์ 「Witchcrafter」 ②: คุณสามารถใช้งานได้ในช่วง Main Phase ของคุณ นำมอนสเตอร์บนมือและ/หรือสนามของคุณเป็นวัตถุดิบสำหรับการอัญเชิญฟิวชั่น เพื่ออัญเชิญฟิวชั่นมอนสเตอร์ 「Witchcrafter」 1 ตัว,เรียกพิเศษ,ผสมเรียก,,,,,,,,,,,,,,
100261024,Witchcrafter Marka,เอฟเฟกต์ที่ ① และ ② ของการ์ดใบนี้สามารถใช้ได้ครั้งละ 1 ครั้งต่อเทิร์น ①: คุณสามารถเปิดใช้งานโดยการสังเวยการ์ดใบนี้บนมือและ/หรือสนามของคุณ นำ 「การ์ดเวทมนตร์ต่อเนื่อง」 หรือ 「การ์ดสนาม」 「Witchcrafter」 1 ใบจากเด็คของคุณเข้าสู่บนมือ ②: ในขณะที่การ์ดใบนี้อยู่ในสุสาน เมื่อมอนสเตอร์ 「Witchcrafter」 ที่แสดงหงายหน้าบนสนามของคุณถูกนำออกจากสนามด้วยเอฟเฟกต์ของคู่ต่อสู้ คุณสามารถเปิดใช้งาน การ์ดใบนี้จะถูกอัญเชิญพิเศษ และสังเวยมอนสเตอร์ 1 ตัวบนสนามของคู่ต่อสู้ หากการ์ดใบนี้ที่ถูกอัญเชิญพิเศษด้วยเอฟเฟกต์นี้ถูกนำออกจากสนาม จะถูกนำออกนอกเกม,เพิ่มเข้ามือ,เรียกพิเศษ,,,,,,,,,,,,,,
100261025,Witchcrafter Madame Rilliona,「Witchcrafter Golem」 + มอนสเตอร์เผ่าจอมเวท x2 เอฟเฟกต์ที่ ① และ ② ของการ์ดใบนี้สามารถใช้ได้ครั้งละ 1 ครั้งต่อเทิร์น ①: เมื่อการ์ดใบนี้ถูกอัญเชิญฟิวชั่น คุณสามารถเปิดใช้งาน อัญเชิญพิเศษมอนสเตอร์ 「Witchcrafter」 สูงสุด 3 ตัวที่มีเลเวลไม่เกิน 7 จากบนมือและ/หรือเด็คของคุณ (สูงสุด 1 ตัวต่อ 1 attribute) ในเทิร์นนี้ คุณไม่สามารถอัญเชิญพิเศษมอนสเตอร์จาก Extra Deck ได้ นอกจากมอนสเตอร์ฟิวชั่น ②: ในขณะที่การ์ดใบนี้อยู่ในสุสาน ในช่วง End Phase ของคุณ คุณสามารถแสดงการ์ดเวทมนตร์ 1 ใบจากบนมือของคุณให้คู่ต่อสู้ดู แล้วเปิดใช้งาน การ์ดใบนี้จะถูกอัญเชิญพิเศษในตำแหน่งป้องกัน,เรียกพิเศษจากเด็ค,เรียกพิเศษการ์ดใบนี้,,,,,,,,,,,,,,
100261026,Witchcrafter Pupils,มอนสเตอร์ 「Witchcrafter」 + มอนสเตอร์เผ่าจอมเวท เอฟเฟกต์ที่ ① และ ② ของการ์ดใบนี้สามารถใช้ได้ครั้งละ 1 ครั้งต่อเทิร์น ①: ในช่วง Main Phase และ Battle Phase ของคุณและคู่ต่อสู้ คุณสามารถเลือก 1 ในเอฟเฟกต์ต่อไปนี้เพื่อเปิดใช้งาน ● นำ 「การ์ดเวทมนตร์ Witchcrafter」 1 ใบจากเด็คของคุณเข้าสู่บนมือ ● แสดง 「การ์ดเวทมนตร์ปกติ」 หรือ 「การ์ดเวทมนตร์เวทมนตร์อย่างรวดเร็ว」 「Witchcrafter」 1 ใบจากบนมือของคุณให้คู่ต่อสู้ดู แล้วเปิดใช้งาน เอฟเฟกต์ของการ์ดเวทมนตร์ใบนั้นเมื่อถูกเปิดใช้งาน จะมีผล ②: ในช่วง End Phase ของคุณ คุณสามารถเปิดใช้งาน นำ 「การ์ด Witchcrafter」 1 ใบที่ถูกนำออกนอกเกมของคุณ กลับไปยังสุสาน,เปิดใช้งาน,กลับสุสาน,เอฟเฟกต์ค้นหา,คัดลอกเอฟเฟกต์,,,,,,,,,,,,
100261027,Witchcrafter Celebration,คุณสามารถเลือกใช้เอฟเฟกต์ที่ ① หรือ ② ของการ์ดใบนี้ได้เพียง 1 ครั้งต่อเทิร์น ①: คุณสามารถเลือก 1 ในเอฟเฟกต์ต่อไปนี้เพื่อเปิดใช้งาน ● ทำลายมอนสเตอร์ 「Witchcrafter」 1 ตัวบนสนามของคุณ และการ์ด 1 ใบในฝ่ายตรงข้าม ● นำมอนสเตอร์เผ่าจอมเวทในสุสานและ/หรือที่ถูกนำออกนอกเกมของคุณกลับเข้าเด็ค เพื่อใช้เป็นวัตถุดิบสำหรับการอัญเชิญฟิวชั่น แล้วอัญเชิญฟิวชั่นมอนสเตอร์ 「Witchcrafter」 1 ตัว ②: ในช่วง End Phase ของคุณ หากการ์ดใบนี้อยู่ในสุสาน และมีมอนสเตอร์ 「Witchcrafter」 อยู่บนสนามของคุณ คุณสามารถเปิดใช้งาน การ์ดใบนี้จะถูกเพิ่มเข้าสู่มือของคุณ,เปิดใช้งาน,เพิ่มเข้ามือ,เอฟเฟกต์ทำลาย,ผสมเรียก,,,,,,,,,,,,
100261028,Witchcrafter Walpurgis,เอฟเฟกต์ที่ ① ของการ์ดใบนี้สามารถใช้ได้เพียง 1 ครั้งต่อเทิร์น ①: คุณสามารถใช้งานได้ในช่วง Main Phase ของคุณ นำมอนสเตอร์ 「Witchcrafter」 1 ตัวจากเด็คของคุณเข้าสู่บนมือ หลังจากนั้น เลือกการ์ด 1 ใบจากบนมือของคุณทิ้งลงสุสาน ②: ในเทิร์นของคุณ เมื่อคุณทิ้งการ์ดบนมือเพื่อเปิดใช้งานเอฟเฟกต์ของมอนสเตอร์ 「Witchcrafter」 บนสนามของคุณ คุณสามารถแทนที่ด้วยการส่ง 「การ์ดเวทมนตร์/กับดัก Witchcrafter」 1 ใบ (ยกเว้น 「Witchcrafter Walpurgis」) จากเด็คของคุณลงสุสาน,เพิ่มเข้ามือ,,,,,,,,,,,,,,,
100261029,Witchcrafter Distortion,"เอฟเฟกต์ที่ ① และ ② ของการ์ดใบนี้สามารถใช้ได้ครั้งละ 1 ครั้งต่อเทิร์น ①: เมื่อมีมอนสเตอร์ 「Witchcrafter」 เลเวล 5 หรือสูงกว่าอยู่บนสนามของคุณ และเมื่อเอฟเฟกต์มอนสเตอร์, การ์ดเวทมนตร์, หรือการ์ดกับดักถูกใช้งาน คุณสามารถเปิดใช้งาน ทำให้การใช้งานนั้นเป็นโมฆะและทำลายมัน ②: คุณสามารถเปิดใช้งานโดยการนำการ์ดใบนี้ที่ไม่ได้ถูกส่งลงสุสานในเทิร์นนี้ ออกนอกเกมจากสุสาน นำมอนสเตอร์เผ่าจอมเวทเลเวล 5 หรือสูงกว่า 1 ตัวจากเด็คของคุณเข้าสู่บนมือ หลังจากนั้น เลือกการ์ด 1 ใบจากบนมือของคุณทิ้งลงสุสาน",เปิดใช้งาน,เพิ่มเข้ามือ,,,,,,,,,,,,,,
100261047,Unchained Ogre Shara,เอฟเฟกต์ที่ ① และ ② ของการ์ดใบนี้สามารถใช้ได้ครั้งละ 1 ครั้งต่อเทิร์น ①: ในช่วง Main Phase ของคุณและคู่ต่อสู้ คุณสามารถเปิดใช้งานโดยการทิ้งการ์ดใบนี้จากบนมือ อัญเชิญพิเศษมอนสเตอร์เผ่าปีศาจ 1 ตัวจากบนมือ หลังจากนั้น ทำลายการ์ด 1 ใบที่อยู่บนสนามของคุณ ②: ในขณะที่การ์ดใบนี้อยู่ในสุสาน เมื่อการ์ดบนสนามถูกทำลายจากการต่อสู้ หรือเอฟเฟกต์ของการ์ดอื่น (ยกเว้น 「Unchained Ogre Shara」) คุณสามารถเปิดใช้งาน การ์ดใบนี้จะถูกเพิ่มเข้าสู่มือ หรือถูกอัญเชิญพิเศษ หากการ์ดใบนี้ที่ถูกอัญเชิญพิเศษด้วยเอฟเฟกต์นี้ถูกนำออกจากสนาม จะถูกนำกลับไปไว้ที่ก้นเด็ค,เรียกพิเศษ,รีไซเคิล,,,,,,,,,,,,,,
100261048,Unchained Ogre Shma,"เอฟเฟกต์ของมอนสเตอร์ใบนี้สามารถใช้ได้อย่างละ 1 ครั้งต่อเทิร์น
①: เมื่อมอนสเตอร์ใบนี้ถูกอัญเชิญปกติหรือพิเศษ สามารถใช้งานได้
อัญเชิญพิเศษมอนสเตอร์ 'Unchained' เลเวล 4 หรือต่ำกว่า 1 ใบจากเด็คของคุณ
หลังจากนั้น ทำลายการ์ด 1 ใบในสนามของคุณ
ในเทิร์นนี้ คุณสามารถอัญเชิญพิเศษได้เฉพาะมอนสเตอร์เผ่าปีศาจเท่านั้น
②: เมื่อการ์ดใบนี้ในสนามถูกทำลายจากการต่อสู้ หรือโดยเอฟเฟกต์ของการ์ดฝ่ายอื่น (ที่ไม่ใช่ Unchained Ogre Shma) สามารถใช้งานได้
อัญเชิญพิเศษมอนสเตอร์ 'Unchained' 1 ใบ (ยกเว้น Unchained Ogre Shma) จากบนมือ หรือจากเด็ค",เรียกพิเศษจากเด็ค,เรียกพิเศษจากมือ/เด็ค,,,,,,,,,,,,,,
100261049,Unchained Malevolent Magistrate Kamura,"เอฟเฟกต์ของมอนสเตอร์ใบนี้สามารถใช้ได้อย่างละ 1 ครั้งต่อเทิร์น
①: เลือกทำลายการ์ดบนสนามของคุณสูงสุด 3 ใบ
อัญเชิญพิเศษการ์ดใบนี้จากบนมือ
หลังจากนั้น ตามประเภทของการ์ดที่ถูกทำลาย สามารถใช้เอฟเฟกต์ต่อไปนี้ตามประเภทนั้นๆ
●มอนสเตอร์: จั่วการ์ด 1 ใบ
●เวทมนตร์: เปลี่ยนรูปแบบการต่อสู้ของมอนสเตอร์ 1 ใบในสนาม
●กับดัก: ทำลายการ์ดอื่น 1 ใบในสนาม
②: เมื่อการ์ดใบนี้ในสนามถูกทำลายด้วยเอฟเฟกต์ สามารถใช้งานได้
ทำลายมอนสเตอร์ทั้งหมดในสนาม",เรียกพิเศษ,เอฟเฟกต์ทำลาย,จั่วการ์ด 1 ใบ?,เปลี่ยนตำแหน่งโจมตี?,ทำลาย?,,,,,,,,,,,
100261050,Unchained Enma Lord Yama,"มอนสเตอร์ 2 ใบขึ้นไปที่มีมอนสเตอร์ 'Unchained God' เป็นส่วนประกอบ
เอฟเฟกต์ของมอนสเตอร์ใบนี้สามารถใช้ได้อย่างละ 1 ครั้งต่อเทิร์น
①: ในช่วง End Phase ของคุณ สามารถใช้งานได้
เลือกมอนสเตอร์เผ่าปีศาจในสุสานของคุณที่ถูกทำลายในเทิร์นนี้ 1-2 ใบ
อัญเชิญพิเศษมอนสเตอร์เหล่านั้น
ตราบใดที่มอนสเตอร์ที่ถูกอัญเชิญพิเศษด้วยเอฟเฟกต์นี้ยังหงายหน้าอยู่บนสนามของคุณ คุณสามารถอัญเชิญพิเศษได้เฉพาะมอนสเตอร์เผ่าปีศาจเท่านั้น
②: เมื่อการ์ดใบนี้ในสนามถูกทำลายจากการต่อสู้ หรือด้วยเอฟเฟกต์
คุณสามารถเลือกทำลายการ์ดที่หงายหน้า 1 ใบในสนามของคุณ หรือในสนามของคู่ต่อสู้ เป็นการแลกเปลี่ยน",เรียกพิเศษ,,เรียกพิเศษโดยเอฟเฟกต์ของ {CARD},,,,,,,,,,,,,
100261051,Unchained Soul Rage Abominator,"มอนสเตอร์ 2 ใบขึ้นไปที่มีมอนสเตอร์เผ่าปีศาจเป็นส่วนประกอบ
เอฟเฟกต์ของมอนสเตอร์ใบนี้สามารถใช้ได้อย่างละ 1 ครั้งต่อเทิร์น
①: เมื่อคู่ต่อสู้ของคุณอัญเชิญพิเศษมอนสเตอร์แบบหงายหน้า
เลือกมอนสเตอร์ 1 ใบที่คู่ต่อสู้อัญเชิญพิเศษนั้น
ทำลายมอนสเตอร์เผ่าปีศาจ 1 ใบในสนามของคุณ
และทำให้เอฟเฟกต์ของมอนสเตอร์ที่ถูกเลือกนั้นเป็นโมฆะจนกระทั่งจบเทิร์น
②: เมื่อมี 'Unchained' Link Monster ที่มี Link Rating 4 หรือสูงกว่าอยู่บนสนามของคุณ
เมื่อเอฟเฟกต์ของมอนสเตอร์ในสนามถูกใช้งาน
คุณสามารถใช้งานโดยการนำการ์ดใบนี้จากสุสานออกนอกเกม
ทำลายมอนสเตอร์ที่ใช้งานเอฟเฟกต์นั้น",ยกเลิก,ทำลาย,,,,,,,,,,,,,,
100261052,Reincarnation of the Unchained,"คุณสามารถเปิดใช้งานการ์ดชื่อนี้ได้เพียง 1 ใบต่อเทิร์น
①: ในฐานะส่วนหนึ่งของการใช้งานการ์ดใบนี้
คุณสามารถเพิ่มการ์ดเวทมนตร์ 'Unchained' 1 ใบ (ยกเว้น Reincarnation of the Unchained) หรือการ์ด 'Twin Kings' Machina 1 ใบ จากเด็คขึ้นมือ
②: 1 ครั้งต่อเทิร์น สามารถใช้งานได้
เลือกการ์ด 'Unchained' ในสุสานของคุณ (ยกเว้น Reincarnation of the Unchained) สูงสุด 3 ใบ
นำการ์ดเหล่านั้นกลับเข้าเด็ค
หลังจากนั้น คุณสามารถทำลายการ์ดอื่นบนสนามของคุณได้สูงสุดเท่ากับจำนวนการ์ดที่ถูกนำกลับเข้าเด็ค",เพิ่มเข้ามือ?,เอฟเฟกต์กู้คืน,ทำลายการ์ดใบนี้?,,,,,,,,,,,,,
