id,name,type,atk,def
101306003,人造人間－サイコ・エナジー・ショッカー,33,2400,1500
101306004,大海の伝説－フィッシャーマン,33,1850,1600
101306009,金神の戦鬼 アカスナ,33,3000,300
101306010,蠱神の色鬼 クズハ,33,2800,1500
101306011,疫神の依鬼 ヨア,33,2400,1500
101306012,封神の剣鬼 ミクマリ,33,2000,2500
101306013,アトランティスの竜神－ダイダロス,33,2600,1500
101306014,アトランティスの戦将,33,2100,1400
101306015,アトランティスの怪腕,33,1500,1200
101306016,アトランティスの妖渦,33,1400,1800
101306021,Ｄ－ＨＥＲＯ デスドグマガイ,33554465,3400,2400
101306022,Ｄ－ＨＥＲＯ デビルロードガイ,33,600,800
101306023,Ｄ－ＨＥＲＯ ドレッドノートサーヴァント,33,400,700
101306024,魔救の調律者,4129,1400,1100
101306025,魔救の奇石－ティアマイト,33,0,2200
101306030,死相の冥鑑ヒュブロ,33,1300,1800
101306031,ミズティックコール,4129,1600,800
101306032,グリズリーファザー,33,1400,1000
101306034,カートゥーン・シェード,33554465,0,2000
101306035,一日万倍龍,33,0,0
101306036,真紅眼の超越黒竜,97,3400,3000
101306037,Ｄ－ＨＥＲＯ ドレッドノートガイ,97,-2,2800
101306039,鬼神 朱沙之王,8225,3300,0
101306040,鬼神 水子守命,8225,3000,2500
101306041,魔救の奇跡－ティアマイト,8225,3300,2200
101306045,燦冠乗騎シックラヴィー,8388641,2000,2000
101306046,蒼海竜神－ネオダイダロス・レイジ,67108897,2900,135
101306047,真海竜騎－ダイダロス,67108897,2600,7
101306049,魔救の輝跡,67108897,1800,10
101306050,海中戦型お手伝いロボ,67108897,800,36
101306051,解層竜ストラティアエ,67108897,0,6
101306052,時の黒魔術師,65538,0,0
101306053,天使と悪魔のサイコロ,65538,0,0
101306054,眠れる羊 スケープ・ゴート,65538,0,0
101306057,艮神鬼門 三千世界,524290,0,0
101306058,竜都アトランティス,524290,0,0
101306059,呼応する伝説の都,2,0,0
101306060,顕現する伝説の都,131074,0,0
101306062,幽獄の時計都市－ダーク・シティ,524290,0,0
101306063,魔救の合縁,2,0,0
101306068,宇宙的ハリケーン,2,0,0
101306070,おろかな墓荒らし,4,0,0
101306071,大逆転ＢＯＸ,131076,0,0
101306073,色鬼の蟲毒,4,0,0
101306074,依鬼の呪咆,4,0,0
101306075,剣鬼の神域,4,0,0
101306076,海竜神の大渦,1048580,0,0
101306078,祟リ紙ノ報イ,4,0,0
101306079,躯売りのカラス,4,0,0
101306080,ビンゴカード,4,0,0
101306149,奇石トークン,16401,0,0
101306154,身代わり羊トークン,16401,0,0
101306254,身代わり羊トークン,16401,0,0
101306354,身代わり羊トークン,16401,0,0
101306454,身代わり羊トークン,16401,0,0
