id,name,type,atk,def
101306010,고신의 아슈트라 쿠즈하,33,2800,1500
101306011,역신의 아슈트라 요아,33,2400,1500
101306012,봉신의 아슈트라 미쿠마리,33,2000,2500
101306013,아틀란티스의 용신－다이달로스,33,2600,1500
101306014,아틀란티스의 전장,33,2100,1400
101306015,아틀란티스의 괴완,33,1500,1200
101306016,아틀란티스의 요와,33,1400,1800
101306017,테오리얼라이즈 메디우스,33,1800,1800
101306018,무한과 유한의 아르스＝마그나,33,1000,2400
101306019,정화와 부패의 아르스＝마그나,33,1000,2100
101306020,결합과 괴리의 아르스＝마그나,33,1000,1800
101306021,데스티니 히어로 데스 도그마 가이,33554465,3400,2400
101306022,데스티니 히어로 데블 로드 가이,33,600,800
101306023,데스티니 히어로 드레드노트 서번트,33,400,700
101306024,아다마시아 컨덕터,4129,1400,1100
101306025,아다마시아 크리스타－티아마이트,33,0,2200
101306026,결속의 악마룡 블랙 데몬즈 드래곤,33554465,3200,2500
101306027,천하독보의 대의적,33,2500,2000
101306028,엘리멘틀 사가 드리야드,33,2400,2800
101306029,요란룡 코랄리아넥테스,33,1300,2700
101306030,사상의 명감 휴브로,33,1300,1800
101306031,미즈틱콜,4129,1600,800
101306032,회색곰 파더,33,1400,1000
101306033,가비지 골렘,33,0,0
101306034,카툰 셰이드,33554465,0,2000
101306035,미리어데이 드래곤,33,0,0
101306036,붉은 눈의 초월흑룡,97,3400,3000
101306037,데스티니 히어로 드레드노트 가이,97,-2,2800
101306038,소환수 디 아니마,97,2900,1500
101306039,아슈트라자 스사노오,8225,3300,0
101306040,아슈트라야 미쿠마리노미코토,8225,3000,2500
101306041,아다마시아 라이즈－티아마이트,8225,3300,2200
101306042,No.104 마스커레이드 매지션 샤이닝V,8388641,2700,1200
101306043,CNo.104 마스커레이드 매지션 엄브럴 빅토리,8388641,3000,1500
101306044,CX 기망황룡 카오스 바리언 드래곤,8388641,0,0
101306045,찬관승기 시크라비,8388641,2000,2000
101306046,창해룡신－네오다이달로스 레이지,67108897,2900,135
101306047,진해룡기－다이달로스,67108897,2600,7
101306048,환감옥신 메디크리우스,67108897,3000,7
101306049,아다마시아 루미나스,67108897,1800,10
101306050,해중전형 심부름 로봇,67108897,800,36
101306051,해층룡 스트라티아에,67108897,0,6
101306052,시간의 흑마술사,65538,0,0
101306053,천사와 악마의 주사위,65538,0,0
101306054,잠자는 양 희생양,65538,0,0
101306055,세븐스 바리언즈,524290,0,0
101306056,바리언즈 호프,2,0,0
101306057,아슈트라셴 삼천세계,524290,0,0
101306058,용도 아틀란티스,524290,0,0
101306059,아틀란티스 콜,2,0,0
101306060,아틀란티스 어드벤트,131074,0,0
101306061,아르스＝마그나－「키트리니타스」,131074,0,0
101306062,유옥의 시계도시－다크 시티,524290,0,0
101306063,아다마시아 메이트,2,0,0
101306064,마법 효과의 검,65538,0,0
101306065,삼환마의 천괴,65538,0,0
101306066,블리츠크리크－오버볼티지,2,0,0
101306067,"소환마술－""잔""",2,0,0
101306068,우주적 허리케인,2,0,0
101306069,마력도달,65538,0,0
101306070,어리석은 도굴꾼,4,0,0
101306071,리버설 BOX,131076,0,0
101306072,바리언즈 씰,1048580,0,0
101306073,아슈트라의 충독,4,0,0
101306074,아슈트라의 주포,4,0,0
101306075,아슈트라의 신역,4,0,0
101306076,다이달로스 메일스트롬,1048580,0,0
101306077,아르스＝마그나－「필로소필룸」,4,0,0
101306078,재앙 종이의 보복,4,0,0
101306079,시체 파는 까마귀,4,0,0
101306080,빙고카드,4,0,0
101306149,기석 토큰,16401,0,0
101306154,대역 양 토큰,16401,0,0
101306254,대역 양 토큰,16401,0,0
101306354,대역 양 토큰,16401,0,0
101306454,대역 양 토큰,16401,0,0
